idx,l,r,length
42459,740592,740638,47
42460,974071,974130,60
42461,981954,981982,29
42462,427862,427989,128
42463,810805,810912,108
42464,870526,870642,117
42465,987970,988005,36
42466,14578,14614,37
42467,457326,457438,113
42468,709845,709853,9
42469,317594,317681,88
42470,169411,169533,123
42471,539687,539792,106
42472,720367,720448,82
42473,235661,235752,92
42474,192079,192170,92
42475,655585,655705,121
42476,585406,585426,21
42477,424032,424056,25
42478,536560,536594,35
42479,206395,206435,41
42480,888179,888290,112
42481,462684,462726,43
42482,738370,738453,84
42483,609599,609604,6
42484,557004,557050,47
42485,168620,168741,122
42486,241265,241279,15
42487,93242,93309,68
42488,680022,680051,30
42489,588125,588206,82
42490,727821,727850,30
42491,616327,616332,6
42492,178240,178277,38
42493,573708,573712,5
42494,555078,555182,105
42495,807238,807248,11
42496,971736,971737,2
42497,231483,231561,79
42498,419130,419242,113
42499,384672,384695,24
42500,937720,937807,88
42501,179404,179528,125
42502,742576,742596,21
42503,785426,785442,17
42504,620868,620913,46
42505,271534,271557,24
42506,65363,65400,38
42507,672708,672717,10
42508,99624,99689,66
42509,218981,219046,66
42510,28607,28722,116
42511,275158,275218,61
42512,381382,381409,28
42513,81589,81640,52
42514,339786,339876,91
42515,311764,311842,79
42516,732235,732276,42
42517,711903,712023,121
42518,547368,547432,65
42519,694525,694529,5
42520,140055,140072,18
42521,382755,382803,49
42522,254267,254276,10
42523,497262,497345,84
42524,861331,861413,83
42525,657866,657985,120
42526,528557,528595,39
42527,661709,661721,13
42528,967254,967291,38
42529,202387,202490,104
42530,199071,199157,87
42531,44882,44950,69
42532,279962,279980,19
42533,477182,477281,100
42534,169708,169791,84
42535,521793,521877,85
42536,851516,851561,46
42537,819528,819590,63
42538,904799,904832,34
42539,35415,35474,60
42540,222615,222724,110
42541,191727,191758,32
42542,825791,825887,97
42543,403440,403473,34
42544,997125,997188,64
42545,658442,658546,105
42546,949021,949071,51
42547,970043,970070,28
42548,423531,423584,54
42549,926152,926265,114
42550,965471,965561,91
42551,55381,55388,8
42552,384465,384574,110
42553,989058,989073,16
42554,567411,567414,4
42555,605056,605085,30
42556,429007,429123,117
42557,609467,609502,36
42558,587358,587459,102
42559,23255,23326,72
42560,42317,42413,97
42561,320480,320590,111
42562,173345,173466,122
42563,497228,497305,78
42564,964018,964086,69
42565,87260,87275,16
42566,739092,739169,78
42567,179292,179298,7
42568,46709,46821,113
42569,445392,445412,21
42570,644221,644289,69
42571,267231,267309,79
42572,682029,682038,10
42573,585694,585718,25
42574,541911,541981,71
42575,698399,698438,40
42576,668773,668862,90
42577,250064,250067,4
42578,190285,190382,98
42579,493428,493542,115
42580,361545,361562,18
42581,257360,257455,96
42582,62288,62340,53
42583,72169,72195,27
42584,795703,795771,69
42585,278861,278912,52
42586,197273,197390,118
42587,902257,902272,16
42588,718963,719031,69
42589,157304,157400,97
42590,632982,633007,26
42591,30328,30406,79
42592,700347,700425,79
42593,305208,305290,83
42594,701525,701613,89
42595,346630,346705,76
42596,969123,969209,87
42597,181512,181556,45
42598,272313,272385,73
42599,494901,494972,72
42600,115763,115824,62
42601,492273,492382,110
42602,433515,433582,68
42603,514265,514295,31
42604,609990,610065,76
42605,612896,612935,40
42606,900023,900147,125
42607,995789,995853,65
42608,517785,517877,93
42609,796908,797030,123
42610,750282,750293,12
42611,635227,635337,111
42612,453170,453238,69
42613,264993,265014,22
42614,834700,834711,12
42615,882635,882635,1
42616,994930,994984,55
42617,798918,798945,28
42618,141302,141352,51
42619,374128,374247,120
42620,73670,73748,79
42621,997143,997269,127
42622,24610,24731,122
42623,517794,517800,7
42624,445204,445247,44
42625,160740,160775,36
42626,99452,99485,34
42627,335953,335973,21
42628,663670,663766,97
42629,918742,918754,13
42630,627336,627410,75
42631,868498,868504,7
42632,768749,768772,24
42633,208539,208626,88
42634,507538,507560,23
42635,629403,629419,17
42636,415738,415743,6
42637,365579,365674,96
42638,817836,817885,50
42639,428739,428849,111
42640,951103,951156,54
42641,503242,503335,94
42642,143101,143170,70
42643,564818,564914,97
42644,16635,16637,3
42645,223207,223218,12
42646,138922,138944,23
42647,567285,567294,10
42648,586149,586163,15
42649,743770,743863,94
42650,572821,572911,91
42651,811989,812101,113
42652,497135,497214,80
42653,389992,390116,125
42654,719750,719796,47
42655,257738,257829,92
42656,21906,22023,118
42657,791056,791084,29
42658,963431,963545,115
42659,910227,910320,94
42660,984381,984465,85
42661,796000,796111,112
42662,250140,250231,92
42663,168452,168567,116
42664,827698,827768,71
42665,738999,739123,125
42666,335926,335985,60
42667,473805,473892,88
42668,155726,155820,95
42669,965205,965207,3
42670,475833,475836,4
42671,638763,638854,92
42672,980744,980804,61
42673,803643,803733,91
42674,918006,918103,98
42675,252431,252470,40
42676,23975,24017,43
42677,538864,538880,17
42678,119809,119869,61
42679,310498,310521,24
42680,101527,101647,121
42681,720844,720884,41
42682,21240,21309,70
42683,956716,956833,118
42684,449124,449198,75
42685,303265,303346,82
42686,968795,968851,57
42687,513536,513657,122
42688,249836,249957,122
42689,339760,339826,67
42690,427978,428053,76
42691,255533,255635,103
42692,191062,191155,94
42693,212540,212574,35
42694,3332,3340,9
42695,705400,705423,24
42696,681283,681377,95
42697,860420,860448,29
42698,74220,74227,8
42699,224769,224772,4
42700,281708,281810,103
42701,45010,45032,23
42702,577851,577899,49
42703,735103,735107,5
42704,907497,907624,128
42705,457694,457820,127
42706,316882,316929,48
42707,344437,344493,57
42708,738335,738341,7
42709,348182,348297,116
42710,588525,588546,22
42711,445121,445184,64
42712,341690,341715,26
42713,983245,983319,75
42714,750308,750347,40
42715,916448,916516,69
42716,463149,463201,53
42717,20401,20420,20
42718,286062,286129,68
42719,558104,558129,26
42720,119569,119597,29
42721,397365,397439,75
42722,381330,381449,120
42723,329622,329648,27
42724,271838,271954,117
42725,91261,91310,50
42726,440658,440694,37
42727,483384,483502,119
42728,599201,599232,32
42729,658509,658524,16
42730,263354,263412,59
42731,631588,631677,90
42732,227267,227300,34
42733,702019,702032,14
42734,931612,931714,103
42735,568811,568921,111
42736,376310,376398,89
42737,993867,993874,8
42738,444393,444415,23
42739,580697,580815,119
42740,333992,333999,8
42741,378817,378899,83
42742,331644,331739,96
42743,336802,336899,98
42744,906121,906127,7
42745,386295,386348,54
42746,513898,514017,120
42747,434430,434438,9
42748,803438,803468,31
42749,443114,443163,50
42750,969756,969833,78
42751,189162,189257,96
42752,711736,711832,97
42753,739102,739186,85
42754,248306,248398,93
42755,158362,158422,61
42756,157006,157013,8
42757,250616,250694,79
42758,588366,588367,2
42759,612888,612959,72
42760,135036,135071,36
42761,56432,56556,125
42762,92751,92759,9
42763,194381,194389,9
42764,169018,169026,9
42765,116741,116810,70
42766,394089,394090,2
42767,621923,621993,71
42768,65995,66090,96
42769,969732,969786,55
42770,592721,592764,44
42771,923704,923768,65
42772,958339,958390,52
42773,489638,489721,84
42774,551689,551766,78
42775,784751,784857,107
42776,584252,584328,77
42777,471034,471101,68
42778,426846,426926,81
42779,164994,165056,63
42780,242439,242506,68
42781,463823,463827,5
42782,952513,952618,106
42783,781678,781735,58
42784,850470,850586,117
42785,514971,515042,72
42786,702972,703035,64
42787,550048,550161,114
42788,425487,425521,35
42789,284977,285067,91
42790,578975,579076,102
42791,456497,456591,95
42792,192428,192507,80
42793,965271,965305,35
42794,582693,582795,103
42795,608604,608637,34
42796,555664,555763,100
42797,984083,984179,97
42798,920132,920145,14
42799,665378,665394,17
42800,248208,248260,53
42801,363466,363590,125
42802,841599,841720,122
42803,220725,220766,42
42804,199647,199652,6
42805,115719,115777,59
42806,42331,42391,61
42807,414394,414505,112
42808,662307,662309,3
42809,277507,277587,81
42810,184464,184506,43
42811,670769,670777,9
42812,787890,787946,57
42813,280315,280402,88
42814,792222,792284,63
42815,300469,300534,66
42816,279173,279200,28
42817,145060,145077,18
42818,933251,933278,28
42819,5957,6053,97
42820,30538,30639,102
42821,68056,68114,59
42822,423232,423237,6
42823,740753,740874,122
42824,575979,576029,51
42825,216331,216364,34
42826,663354,663355,2
42827,133279,133287,9
42828,925855,925941,87
42829,231616,231628,13
42830,512667,512758,92
42831,935368,935428,61
42832,686301,686400,100
42833,339417,339518,102
42834,515048,515084,37
42835,204944,205007,64
42836,231010,231044,35
42837,269409,269480,72
42838,151437,151517,81
42839,918765,918835,71
42840,89637,89656,20
42841,149748,149749,2
42842,314154,314232,79
42843,341436,341540,105
42844,993921,994009,89
42845,92449,92457,9
42846,229727,229786,60
42847,194606,194642,37
42848,75324,75412,89
42849,95640,95697,58
42850,820281,820299,19
42851,540271,540338,68
42852,289280,289388,109
42853,541902,541958,57
42854,475489,475511,23
42855,283522,283636,115
42856,424726,424792,67
42857,33138,33170,33
42858,466346,466348,3
42859,902131,902216,86
42860,912872,912898,27
42861,259029,259129,101
42862,949819,949884,66
42863,644962,644964,3
42864,694890,694932,43
42865,233869,233957,89
42866,246839,246928,90
42867,315801,315816,16
42868,603308,603340,33
42869,275693,275760,68
42870,430888,430999,112
42871,171671,171757,87
42872,415778,415847,70
42873,21666,21721,56
42874,568471,568537,67
42875,209858,209892,35
42876,526401,526405,5
42877,296563,296599,37
42878,141165,141262,98
42879,131685,131700,16
42880,471281,471319,39
42881,246153,246156,4
42882,323344,323444,101
42883,799758,799877,120
42884,295799,295799,1
42885,294744,294751,8
42886,880933,881048,116
42887,890519,890542,24
42888,25230,25283,54
42889,160507,160523,17
42890,562485,562596,112
42891,309700,309755,56
42892,230275,230327,53
42893,649197,649324,128
42894,710161,710273,113
42895,111373,111473,101
42896,637065,637118,54
42897,378362,378379,18
42898,427123,427166,44
42899,471663,471682,20
42900,424840,424895,56
42901,711249,711332,84
42902,438755,438837,83
42903,516089,516092,4
42904,345447,345478,32
42905,637742,637806,65
42906,588344,588451,108
42907,430994,431102,109
42908,166035,166156,122
42909,26023,26118,96
42910,175053,175118,66
42911,698785,698819,35
42912,336301,336354,54
42913,701330,701407,78
42914,542115,542225,111
42915,822305,822411,107
42916,806775,806828,54
42917,964059,964118,60
42918,735827,735858,32
42919,179283,179301,19
42920,264441,264470,30
42921,691841,691959,119
42922,252496,252612,117
42923,951392,951399,8
42924,264154,264191,38
42925,676988,677101,114
42926,75861,75979,119
42927,310032,310135,104
42928,663463,663588,126
42929,573836,573937,102
42930,515608,515669,62
42931,412496,412570,75
42932,433634,433639,6
42933,491259,491273,15
42934,256111,256228,118
42935,313483,313580,98
42936,128446,128510,65
42937,220174,220273,100
42938,971142,971178,37
42939,28693,28741,49
42940,613423,613452,30
42941,656995,657094,100
42942,956759,956828,70
42943,561186,561215,30
42944,593100,593178,79
42945,848683,848766,84
42946,607440,607484,45
42947,489255,489256,2
42948,163914,163986,73
42949,723577,723647,71
42950,247962,248002,41
42951,327612,327664,53
42952,614068,614079,12
42953,37332,37344,13
42954,472193,472275,83
42955,119383,119486,104
42956,674658,674776,119
42957,699234,699293,60
42958,859509,859550,42
42959,24563,24671,109
42960,40618,40715,98
42961,287049,287140,92
42962,321507,321571,65
42963,474791,474892,102
42964,739301,739410,110
42965,558605,558720,116
42966,893584,893648,65
42967,185800,185902,103
42968,395653,395691,39
42969,703057,703143,87
42970,230027,230078,52
42971,645849,645879,31
42972,311681,311722,42
42973,379335,379451,117
42974,723531,723586,56
42975,580895,580907,13
42976,26483,26536,54
42977,71423,71426,4
42978,73631,73743,113
42979,582932,582990,59
42980,125683,125754,72
42981,623964,624044,81
42982,214099,214166,68
42983,921778,921794,17
42984,687288,687359,72
42985,330615,330616,2
42986,477566,477667,102
42987,584271,584357,87
42988,656575,656686,112
42989,310010,310014,5
42990,443123,443160,38
42991,452895,452935,41
42992,79840,79928,89
42993,215170,215290,121
42994,424372,424435,64
42995,368556,368618,63
42996,837323,837376,54
42997,473265,473374,110
42998,49181,49214,34
42999,603279,603375,97
43000,158073,158175,103
43001,464489,464605,117
43002,712185,712299,115
43003,907830,907930,101
43004,301324,301418,95
43005,742103,742203,101
43006,516293,516420,128
43007,946647,946733,87
43008,117211,117322,112
43009,118137,118260,124
43010,630470,630531,62
43011,891096,891200,105
43012,336203,336204,2
43013,806643,806696,54
43014,582758,582775,18
43015,530693,530748,56
43016,552799,552898,100
43017,90585,90622,38
43018,497385,497465,81
43019,488209,488214,6
43020,207214,207294,81
43021,33767,33785,19
43022,503904,504022,119
43023,737286,737339,54
43024,113310,113327,18
43025,199862,199978,117
43026,603414,603538,125
43027,690524,690611,88
43028,240774,240781,8
43029,254969,255033,65
43030,679460,679472,13
43031,629979,630007,29
43032,934838,934876,39
43033,343560,343675,116
43034,83719,83798,80
43035,331054,331110,57
43036,878928,879054,127
43037,373927,373956,30
43038,881014,881018,5
43039,563315,563394,80
43040,953703,953825,123
43041,731593,731711,119
43042,1595,1680,86
43043,102675,102802,128
43044,58993,59003,11
43045,225668,225711,44
43046,399071,399137,67
43047,418150,418154,5
43048,698451,698528,78
43049,796210,796267,58
43050,449758,449842,85
43051,125147,125184,38
43052,310225,310251,27
43053,436800,436861,62
43054,161742,161803,62
43055,561568,561650,83
43056,172340,172417,78
43057,839729,839764,36
43058,726015,726037,23
43059,576903,576948,46
43060,487413,487538,126
43061,412549,412550,2
43062,61092,61159,68
43063,992267,992382,116
43064,676670,676684,15
43065,342479,342556,78
43066,270432,270454,23
43067,851815,851882,68
43068,903149,903234,86
43069,907422,907439,18
43070,385176,385191,16
43071,256170,256189,20
43072,298898,298952,55
43073,794398,794418,21
43074,523877,523892,16
43075,274923,275024,102
43076,728370,728406,37
43077,830306,830404,99
43078,639782,639862,81
43079,181949,182067,119
43080,114519,114642,124
43081,131535,131632,98
43082,572613,572706,94
43083,60129,60210,82
43084,68566,68609,44
43085,87370,87491,122
43086,161354,161423,70
43087,112510,112626,117
43088,992337,992411,75
43089,620975,621007,33
43090,379524,379556,33
43091,196487,196562,76
43092,623877,623963,87
43093,885069,885179,111
43094,951636,951720,85
43095,952608,952683,76
43096,754377,754471,95
43097,950965,951061,97
43098,752475,752556,82
43099,33414,33500,87
43100,433591,433616,26
43101,535118,535142,25
43102,690327,690346,20
43103,623697,623805,109
43104,875623,875747,125
43105,636054,636098,45
43106,774140,774146,7
43107,347620,347651,32
43108,330485,330611,127
43109,929228,929258,31
43110,223347,223419,73
43111,881799,881916,118
43112,874554,874575,22
43113,705860,705963,104
43114,268961,269057,97
43115,622075,622098,24
43116,795685,795750,66
43117,157276,157308,33
43118,576792,576861,70
43119,100759,100835,77
43120,391541,391629,89
43121,242710,242765,56
43122,505973,506071,99
43123,878997,879067,71
43124,213824,213902,79
43125,244021,244096,76
43126,261859,261898,40
43127,878552,878598,47
43128,915654,915700,47
43129,68116,68158,43
43130,43860,43968,109
43131,453594,453651,58
43132,141608,141656,49
43133,84408,84464,57
43134,465402,465499,98
43135,714415,714417,3
43136,249378,249397,20
43137,133325,133434,110
43138,900598,900604,7
43139,771214,771332,119
43140,418849,418946,98
43141,605587,605633,47
43142,376044,376164,121
43143,170927,170965,39
43144,688554,688564,11
43145,544991,545037,47
43146,386647,386755,109
43147,341526,341530,5
43148,899358,899372,15
43149,768004,768036,33
43150,278158,278164,7
43151,699790,699916,127
43152,912396,912523,128
43153,422474,422474,1
43154,303388,303509,122
43155,448143,448207,65
43156,384687,384804,118
43157,923912,923979,68
43158,754993,755019,27
43159,206132,206214,83
43160,508136,508197,62
43161,689098,689180,83
43162,511504,511583,80
43163,328539,328630,92
43164,71924,71936,13
43165,270358,270439,82
43166,756020,756131,112
43167,243375,243438,64
43168,611266,611291,26
43169,11422,11428,7
43170,309293,309334,42
43171,520302,520328,27
43172,121413,121525,113
43173,549796,549834,39
43174,860577,860684,108
43175,947234,947235,2
43176,220296,220322,27
43177,314440,314516,77
43178,537398,537502,105
43179,797748,797751,4
43180,473246,473302,57
43181,56444,56537,94
43182,492322,492323,2
43183,368838,368956,119
43184,836232,836357,126
43185,673345,673402,58
43186,511684,511744,61
43187,531520,531550,31
43188,138527,138613,87
43189,88133,88189,57
43190,904675,904769,95
43191,639787,639885,99
43192,940877,941003,127
43193,874191,874296,106
43194,865012,865034,23
43195,132431,132472,42
43196,102984,103011,28
43197,379918,380030,113
43198,789055,789086,32
43199,578871,578955,85
43200,103479,103505,27
43201,141050,141169,120
43202,735868,735890,23
43203,276088,276118,31
43204,189936,190024,89
43205,953464,953503,40
43206,437820,437826,7
43207,271839,271908,70
43208,55537,55554,18
43209,729413,729442,30
43210,104890,104958,69
43211,542773,542833,61
43212,296949,297066,118
43213,597075,597131,57
43214,859978,860024,47
43215,301460,301480,21
43216,386102,386107,6
43217,958990,958997,8
43218,93650,93753,104
43219,743050,743163,114
43220,863217,863269,53
43221,610551,610573,23
43222,615568,615663,96
43223,771518,771519,2
43224,692145,692246,102
43225,824847,824910,64
43226,936713,936832,120
43227,372529,372569,41
43228,308196,308293,98
43229,587321,587440,120
43230,863217,863328,112
43231,586767,586824,58
43232,114509,114584,76
43233,330417,330516,100
43234,889180,889290,111
43235,654067,654161,95
43236,559867,559871,5
43237,456422,456517,96
43238,47624,47710,87
43239,930182,930240,59
43240,695319,695442,124
43241,697943,697973,31
43242,916494,916604,111
43243,950801,950851,51
43244,277006,277033,28
43245,845411,845509,99
43246,448382,448465,84
43247,258801,258864,64
43248,394327,394440,114
43249,956482,956515,34
43250,557565,557630,66
43251,703525,703603,79
43252,179222,179232,11
43253,126519,126594,76
43254,678770,678866,97
43255,327088,327154,67
43256,620823,620832,10
43257,916598,916651,54
43258,465912,465985,74
43259,684574,684609,36
43260,138157,138193,37
43261,90519,90643,125
43262,989874,989984,111
43263,466897,466903,7
43264,853044,853147,104
43265,324690,324717,28
43266,18866,18932,67
43267,73731,73802,72
43268,192854,192920,67
43269,630144,630179,36
43270,52265,52285,21
43271,72873,72944,72
43272,53983,54032,50
43273,860739,860861,123
43274,213667,213787,121
43275,513466,513495,30
43276,468583,468584,2
43277,201362,201420,59
43278,930362,930441,80
43279,805621,805630,10
43280,514504,514585,82
43281,884192,884240,49
43282,447823,447825,3
43283,982232,982259,28
43284,431580,431612,33
43285,268483,268502,20
43286,237901,237912,12
43287,999574,999691,118
43288,37428,37473,46
43289,406390,406487,98
43290,593378,593446,69
43291,295750,295797,48
43292,722954,723016,63
43293,779798,779921,124
43294,975203,975254,52
43295,170965,171021,57
43296,545147,545253,107
43297,244534,244572,39
43298,432729,432729,1
43299,207664,207676,13
43300,779064,779151,88
43301,232133,232165,33
43302,211973,212012,40
43303,270782,270896,115
43304,855347,855437,91
43305,514669,514741,73
43306,309212,309283,72
43307,453824,453868,45
43308,55399,55434,36
43309,99006,99038,33
43310,27817,27845,29
43311,510273,510288,16
43312,136288,136398,111
43313,683097,683182,86
43314,736756,736833,78
43315,703594,703610,17
43316,510238,510316,79
43317,137241,137319,79
43318,413744,413766,23
43319,374283,374364,82
43320,943922,944029,108
43321,989574,989593,20
43322,133080,133158,79
43323,598553,598671,119
43324,230471,230527,57
43325,865966,866044,79
43326,371795,371800,6
43327,96073,96127,55
43328,17757,17787,31
43329,773774,773787,14
43330,114672,114750,79
43331,880404,880480,77
43332,924478,924547,70
43333,845839,845933,95
43334,136968,137053,86
43335,882920,882924,5
43336,314077,314097,21
43337,465354,465468,115
43338,318029,318051,23
43339,943932,943996,65
43340,453036,453101,66
43341,593667,593771,105
43342,988902,988904,3
43343,177233,177265,33
43344,563349,563411,63
43345,576450,576533,84
43346,48269,48323,55
43347,104909,104967,59
43348,675737,675750,14
43349,565715,565839,125
43350,887422,887425,4
43351,641386,641464,79
43352,423873,423949,77
43353,490363,490439,77
43354,448474,448565,92
43355,458024,458043,20
43356,860389,860426,38
43357,311705,311831,127
43358,671896,671924,29
43359,263612,263612,1
43360,320963,321028,66
43361,575829,575833,5
43362,440125,440150,26
43363,39862,39925,64
43364,33792,33806,15
43365,924920,924945,26
43366,108184,108225,42
43367,284837,284840,4
43368,9858,9893,36
43369,46895,46980,86
43370,357557,357598,42
43371,267016,267105,90
43372,864574,864683,110
43373,17757,17785,29
43374,940042,940166,125
43375,651177,651208,32
43376,721115,721129,15
43377,203797,203854,58
43378,170374,170463,90
43379,164493,164545,53
43380,12089,12114,26
43381,328465,328563,99
43382,708695,708771,77
43383,681990,682016,27
43384,881894,881938,45
43385,195217,195317,101
43386,435609,435631,23
43387,594705,594714,10
43388,251940,252050,111
43389,992541,992618,78
43390,771846,771850,5
43391,565106,565154,49
43392,302046,302074,29
43393,282477,282511,35
43394,741575,741633,59
43395,452527,452606,80
43396,793544,793581,38
43397,201336,201412,77
43398,287054,287077,24
43399,454617,454708,92
43400,774752,774797,46
43401,382148,382158,11
43402,694556,694619,64
43403,707507,707557,51
43404,14429,14437,9
43405,245018,245075,58
43406,3220,3257,38
43407,374131,374133,3
43408,819818,819897,80
43409,325672,325769,98
43410,177000,177097,98
43411,270685,270691,7
43412,796481,796541,61
43413,277445,277545,101
43414,357880,357889,10
43415,626551,626646,96
43416,120344,120413,70
43417,983088,983092,5
43418,636730,636772,43
43419,692787,692912,126
43420,33743,33789,47
43421,772177,772254,78
43422,560246,560334,89
43423,92235,92244,10
43424,299761,299840,80
43425,467511,467555,45
43426,489928,489949,22
43427,324548,324568,21
43428,960859,960875,17
43429,272787,272845,59
43430,975633,975636,4
43431,383565,383593,29
43432,706878,706985,108
43433,324278,324366,89
43434,632727,632751,25
43435,392977,393103,127
43436,158303,158354,52
43437,966942,967059,118
43438,732997,733015,19
43439,992743,992834,92
43440,13853,13921,69
43441,687835,687861,27
43442,955896,955969,74
43443,249586,249624,39
43444,209992,210006,15
43445,689541,689641,101
43446,827435,827556,122
43447,440292,440401,110
43448,22865,22868,4
43449,247403,247480,78
43450,425113,425144,32
43451,737887,737976,90
43452,818989,819082,94
43453,553539,553628,90
43454,354353,354440,88
43455,630917,631037,121
43456,264812,264823,12
43457,962050,962152,103
43458,464347,464349,3
43459,693250,693296,47
43460,283716,283782,67
43461,394988,395091,104
43462,38736,38846,111
43463,705740,705775,36
43464,580703,580787,85
43465,530210,530301,92
43466,656758,656763,6
43467,875374,875376,3
43468,489319,489329,11
43469,492949,493041,93
43470,658378,658391,14
43471,380608,380701,94
43472,338204,338239,36
43473,362207,362211,5
43474,307211,307310,100
43475,564626,564645,20
43476,950565,950570,6
43477,126210,126297,88
43478,448403,448413,11
43479,176955,177065,111
43480,48837,48906,70
43481,614545,614580,36
43482,53326,53416,91
43483,898501,898528,28
43484,63535,63583,49
43485,59420,59424,5
43486,139415,139450,36
43487,828559,828645,87
43488,468142,468145,4
43489,704744,704832,89
43490,516362,516367,6
43491,32450,32476,27
43492,126920,126972,53
43493,510488,510600,113
43494,45613,45647,35
43495,123835,123949,115
43496,13747,13788,42
43497,371655,371682,28
43498,38994,39098,105
43499,354004,354113,110
43500,513733,513815,83
43501,841756,841802,47
43502,662460,662582,123
43503,557295,557305,11
43504,17963,17992,30
43505,737659,737706,48
43506,823572,823696,125
43507,875354,875381,28
43508,478065,478122,58
43509,103796,103923,128
43510,702013,702022,10
43511,656462,656505,44
43512,427657,427671,15
43513,443078,443202,125
43514,601568,601616,49
43515,532535,532561,27
43516,9307,9340,34
43517,963664,963672,9
43518,492047,492062,16
43519,943205,943248,44
43520,255974,256039,66
43521,568626,568740,115
43522,990789,990910,122
43523,46980,47069,90
43524,935128,935199,72
43525,324633,324674,42
43526,125812,125856,45
43527,6841,6945,105
43528,670674,670751,78
43529,839248,839295,48
43530,32402,32468,67
43531,625177,625276,100
43532,459184,459310,127
43533,553935,554020,86
43534,425706,425774,69
43535,814140,814194,55
43536,213236,213295,60
43537,777047,777129,83
43538,975844,975961,118
43539,278182,278287,106
43540,482100,482195,96
43541,892412,892482,71
43542,298451,298500,50
43543,709856,709924,69
43544,235027,235111,85
43545,406018,406101,84
43546,220016,220029,14
43547,196090,196186,97
43548,761152,761208,57
43549,735377,735417,41
43550,497738,497796,59
43551,498154,498271,118
43552,826867,826868,2
43553,368583,368602,20
43554,979501,979552,52
43555,909535,909638,104
43556,603064,603099,36
43557,517632,517697,66
43558,753679,753687,9
43559,298774,298900,127
43560,183086,183178,93
43561,394349,394417,69
43562,344957,345023,67
43563,62704,62794,91
43564,848587,848680,94
43565,472061,472085,25
43566,537574,537680,107
43567,878726,878820,95
43568,529506,529631,126
43569,514996,515104,109
43570,144989,145028,40
43571,820350,820456,107
43572,297915,298032,118
43573,650244,650325,82
43574,852306,852354,49
43575,781060,781141,82
43576,299976,300065,90
43577,578495,578495,1
43578,465912,465984,73
43579,554208,554230,23
43580,18496,18587,92
43581,323246,323372,127
43582,685879,685976,98
43583,363944,363999,56
43584,580412,580519,108
43585,407843,407890,48
43586,142108,142132,25
43587,189632,189683,52
43588,55998,56071,74
43589,521371,521468,98
43590,379021,379094,74
43591,908616,908617,2
43592,267729,267730,2
43593,22488,22517,30
43594,936358,936472,115
43595,342563,342611,49
43596,464454,464544,91
43597,586038,586100,63
43598,847310,847407,98
43599,206301,206391,91
43600,437298,437399,102
43601,56378,56394,17
43602,632107,632126,20
43603,332218,332233,16
43604,512961,513078,118
43605,157095,157136,42
43606,454813,454813,1
43607,981485,981540,56
43608,787871,787957,87
43609,854573,854647,75
43610,563318,563380,63
43611,768957,769034,78
43612,332888,332938,51
43613,663170,663187,18
43614,326746,326770,25
43615,948373,948394,22
43616,98818,98855,38
43617,691124,691230,107
43618,281862,281921,60
43619,231685,231710,26
43620,822492,822553,62
43621,685774,685777,4
43622,771570,771632,63
43623,688966,689060,95
43624,955240,955291,52
43625,408691,408764,74
43626,338414,338473,60
43627,678484,678574,91
43628,99686,99722,37
43629,899984,899987,4
43630,239669,239773,105
43631,8881,8938,58
43632,671824,671876,53
43633,681846,681892,47
43634,712385,712458,74
43635,972546,972628,83
43636,603327,603404,78
43637,639964,640063,100
43638,824376,824387,12
43639,438048,438075,28
43640,491373,491491,119
43641,572094,572189,96
43642,723268,723357,90
43643,775316,775367,52
43644,743052,743125,74
43645,585536,585552,17
43646,789376,789381,6
43647,765798,765907,110
43648,750361,750453,93
43649,726245,726264,20
43650,190949,191063,115
43651,330067,330127,61
43652,345728,345833,106
43653,549411,549434,24
43654,271927,271986,60
43655,673654,673700,47
43656,965335,965337,3
43657,269903,269980,78
43658,37495,37580,86
43659,761619,761639,21
43660,422424,422479,56
43661,148936,149063,128
43662,80544,80640,97
43663,785501,785505,5
43664,536969,537065,97
43665,593126,593222,97
43666,893486,893514,29
43667,233601,233607,7
43668,152993,153064,72
43669,677533,677658,126
43670,601065,601070,6
43671,594151,594169,19
43672,555411,555432,22
43673,142418,142439,22
43674,869765,869784,20
43675,149939,150060,122
43676,305937,305961,25
43677,909494,909598,105
43678,6809,6900,92
43679,946164,946243,80
43680,737434,737535,102
43681,213318,213325,8
43682,936265,936352,88
43683,755935,756004,70
43684,256479,256502,24
43685,651450,651473,24
43686,843869,843897,29
43687,808222,808290,69
43688,519650,519702,53
43689,206829,206896,68
43690,681177,681191,15
43691,312277,312303,27
43692,577589,577693,105
43693,763870,763894,25
43694,228152,228169,18
43695,311448,311454,7
43696,11511,11557,47
43697,84923,84975,53
43698,101946,101967,22
43699,133346,133407,62
43700,82835,82837,3
43701,100631,100738,108
43702,362413,362466,54
43703,55208,55276,69
43704,809559,809644,86
43705,293469,293517,49
43706,713287,713331,45
43707,437020,437096,77
43708,506117,506202,86
43709,47042,47152,111
43710,701785,701859,75
43711,148489,148548,60
43712,865144,865221,78
43713,997955,997980,26
43714,180345,180385,41
43715,349573,349589,17
43716,448201,448277,77
43717,516619,516659,41
43718,930785,930845,61
43719,287185,287307,123
43720,750973,751036,64
43721,996001,996055,55
43722,817596,817688,93
43723,861915,861948,34
43724,431505,431629,125
43725,884054,884110,57
43726,971805,971846,42
43727,118067,118099,33
43728,237877,237947,71
43729,216133,216162,30
